shipping_id,customer_address_id,shipping_status,shipping_cost
15037,2098,Delivered,6.86
15038,3331,Delivered,37.72
15039,4558,Delivered,27.36
15040,5625,Delivered,41.09
15041,2618,Shipped,13.43
15042,2200,Delivered,25.3
15043,230,Delivered,13.05
15044,4443,Delivered,14.55
15045,3372,Delivered,19.42
15046,1412,In Transit,10.29
15047,1051,Delivered,26.51
15048,5946,Cancelled,38.34
15049,399,Shipped,34.93
15050,3872,In Transit,35.23
15051,229,In Transit,45.1
15052,6526,Shipped,49.12
15053,664,In Transit,39.92
15054,3572,Delivered,25.95
15055,6157,Delivered,46.25
15056,4353,Delivered,26.41
15057,4347,Delivered,47.1
15058,2815,In Transit,29.54
15059,5881,Shipped,13.38
15060,4719,Delivered,39.31
15061,5759,Delivered,12.03
15062,2900,Delivered,30.27
15063,5273,Pending,29.76
15064,5894,Delivered,26.9
15065,3153,Delivered,44.07
15066,2162,Delivered,24.67
15067,2603,Delivered,20.24
15068,5130,Delivered,29.71
15069,1146,Processing,18.47
15070,5385,Shipped,36.3
15071,6535,Delivered,11.19
15072,3933,Delivered,16.94
15073,2219,Delivered,10.73
15074,1054,Cancelled,35.08
15075,199,Delivered,9.1
15076,1388,Delivered,13.26
15077,5210,In Transit,48.89
15078,3931,Delivered,9.85
15079,3948,Delivered,26.62
15080,2542,Delivered,16.68
15081,5329,Delivered,17.32
15082,823,Delivered,26.53
15083,857,Delivered,18.53
15084,603,Delivered,39.99
15085,14,Processing,34.65
15086,3659,Pending,48.6
15087,5237,Delivered,8.03
15088,5966,Cancelled,43.37
15089,175,Shipped,47.94
15090,3857,Delivered,26.89
15091,4078,Processing,23.82
15092,3441,Delivered,23.44
15093,3252,Delivered,40.76
15094,6252,Delivered,24.71
15095,2902,Delivered,17.72
15096,5018,Delivered,47.82
15097,4475,Delivered,36.63
15098,4433,Delivered,42.86
15099,2855,Delivered,48.56
15100,6396,Processing,11.49
15101,4298,Delivered,14.42
15102,5459,Delivered,19.87
15103,1506,Delivered,23.21
15104,1098,In Transit,10.1
15105,5705,In Transit,10.97
15106,2882,Delivered,8.23
15107,127,Shipped,37.05
15108,6148,Delivered,32.71
15109,3957,Pending,26.79
15110,3995,Delivered,38.69
15111,4558,Delivered,34.74
15112,4770,Delivered,40.45
15113,5826,Delivered,16.41
15114,3750,Delivered,41.35
15115,6175,Pending,9.61
15116,6522,Delivered,39.48
15117,6144,Delivered,15.66
15118,3509,Cancelled,6.66
15119,1271,Delivered,41.67
15120,4216,Shipped,36.14
15121,164,Processing,22.44
15122,3309,Cancelled,11.02
15123,4664,Delivered,48.06
15124,5895,Delivered,11.94
15125,4179,Delivered,38.1
15126,2995,Delivered,26.88
15127,2007,Delivered,40.73
15128,5169,Shipped,46.38
15129,5348,Shipped,29.43
15130,6196,Shipped,47.33
15131,3688,Delivered,40.91
15132,4015,In Transit,10.6
15133,5736,Processing,8.63
15134,3734,Delivered,11.44
15135,6622,Processing,32.03
15136,3561,Cancelled,37.39
15137,3830,Cancelled,16.43
15138,615,Delivered,19.18
15139,114,Delivered,21.2
15140,6160,Delivered,16.1
15141,5443,Delivered,14.75
15142,4793,Delivered,15.3
15143,6370,Cancelled,13.47
15144,6392,Processing,36.78
15145,6300,Delivered,40.64
15146,4495,Delivered,23.72
15147,5693,In Transit,37.69
15148,1853,Delivered,28.29
15149,5483,Pending,28.08
15150,6274,Delivered,17.22
15151,690,Delivered,41.58
15152,5393,Cancelled,11.22
15153,5919,Delivered,25.39
15154,4701,Delivered,17.28
15155,4217,Shipped,11.38
15156,1373,Delivered,34.15
15157,6652,In Transit,33.13
15158,2371,Delivered,18.45
15159,5759,Delivered,28.63
15160,372,Delivered,29.38
15161,5989,Processing,6.31
15162,4822,Delivered,22.97
15163,2289,Delivered,30.82
15164,2846,Processing,13.93
15165,108,Delivered,23.75
15166,5330,Delivered,24.16
15167,3480,Delivered,49.31
15168,5758,Delivered,28.94
15169,1066,Shipped,29.9
15170,5719,Delivered,17.04
15171,1975,Cancelled,22.5
15172,4435,Shipped,15.91
15173,3023,In Transit,28.85
15174,3933,Delivered,11.29
15175,5321,Shipped,31.06
15176,1033,In Transit,18.76
15177,6561,Pending,30.52
15178,2240,Delivered,28.21
15179,367,Pending,11.45
15180,5310,Processing,48.09
15181,5345,Cancelled,34.51
15182,2810,Delivered,34.04
15183,1158,Delivered,8.52
15184,5250,Delivered,17.55
15185,4719,Delivered,42.81
15186,5334,Shipped,35.11
15187,5175,Pending,15.35
15188,1664,Delivered,39.49
15189,5134,Delivered,25.34
15190,6230,Processing,8.48
15191,4851,Shipped,7.08
15192,6556,Delivered,48.38
15193,5035,In Transit,26.41
15194,5705,Delivered,44.26
15195,3402,Shipped,17.91
15196,4939,In Transit,26.05
15197,4823,Delivered,28.94
15198,3401,In Transit,49.84
15199,4539,Delivered,39.94
15200,1623,Shipped,49.51
15201,3261,Delivered,49.3
15202,857,Delivered,34.88
15203,6111,Delivered,16.59
15204,1796,Delivered,24.56
15205,2252,Delivered,15.63
15206,6545,Delivered,29.66
15207,6433,Delivered,8.47
15208,635,Delivered,38.46
15209,2616,Delivered,32.11
15210,2680,Shipped,29.55
15211,3312,Delivered,14.27
15212,3006,Delivered,35.62
15213,3515,Cancelled,11.72
15214,2878,Delivered,21.46
15215,4428,Shipped,32.61
15216,3999,Delivered,32.75
15217,993,Delivered,5.94
15218,1099,Shipped,17.03
15219,908,Delivered,39.9
15220,1625,Delivered,5.93
15221,4554,Delivered,45.64
15222,1759,Delivered,42.42
15223,4628,Delivered,37.87
15224,986,Shipped,41.77
15225,4168,In Transit,42.88
15226,2349,Delivered,37.08
15227,6313,Delivered,38.13
15228,3613,Delivered,19.66
15229,982,Shipped,24.71
15230,2828,Delivered,42.78
15231,823,Cancelled,38.96
15232,1057,Delivered,41.02
15233,5943,Delivered,14.49
15234,3071,Shipped,10.87
15235,4965,Delivered,41.19
15236,4864,Delivered,37.63
15237,3589,Delivered,15.39
15238,3796,Delivered,48.49
15239,3031,In Transit,21.7
15240,2909,Pending,9.48
15241,991,Shipped,30.76
15242,4135,Delivered,20.58
15243,4562,Delivered,27.65
15244,2248,Delivered,22.01
15245,3168,Delivered,36.28
15246,3572,Shipped,6.55
15247,2057,Delivered,33.52
15248,4760,Shipped,22.5
15249,5124,Shipped,38.57
15250,5727,Delivered,29.74
15251,2911,Delivered,12.31
15252,4096,Delivered,47.95
15253,4156,Delivered,26.99
15254,3952,Delivered,23.64
15255,5674,Delivered,39.94
15256,5892,Delivered,30.61
15257,5443,Delivered,22.04
15258,2399,Delivered,19.08
15259,3937,Delivered,5.12
15260,4985,Delivered,33.38
15261,2378,Delivered,23.21
15262,2018,Delivered,17.02
15263,4124,In Transit,49.78
15264,4851,Shipped,23.63
15265,2618,Pending,20.0
15266,2408,Processing,8.29
15267,6402,Delivered,10.43
15268,2219,Pending,27.89
15269,1179,Pending,6.99
15270,6326,Shipped,29.19
15271,6653,Processing,10.75
15272,165,Delivered,15.61
15273,4072,Delivered,6.91
15274,5305,Delivered,30.91
15275,937,Pending,49.36
15276,2915,Pending,30.71
15277,4269,Processing,24.11
15278,1675,Delivered,25.11
15279,3189,Processing,5.7
15280,1501,Delivered,26.16
15281,1248,Delivered,16.86
15282,3847,Delivered,20.86
15283,6654,Delivered,37.45
15284,5721,Shipped,45.71
15285,1063,Delivered,6.98
15286,6561,Delivered,19.59
15287,3030,Delivered,28.17
15288,876,Delivered,27.62
15289,4422,Pending,24.33
15290,6258,Delivered,25.92
15291,1834,Pending,10.45
15292,5424,Delivered,42.31
15293,5116,Delivered,11.92
15294,2442,Pending,44.17
15295,4768,Cancelled,42.0
15296,2920,Delivered,10.7
15297,2446,Processing,42.59
15298,1317,Delivered,36.09
15299,3314,Delivered,11.95
15300,1361,Delivered,46.17
15301,6434,Delivered,47.47
15302,6364,Delivered,16.57
15303,5995,Delivered,38.44
15304,4206,Delivered,18.49
15305,3947,Delivered,22.05
15306,6083,Delivered,33.6
15307,759,Delivered,37.02
15308,5104,Shipped,43.56
15309,1559,Delivered,12.46
15310,113,Pending,5.38
15311,387,Pending,45.68
15312,2349,In Transit,36.39
15313,5121,Delivered,47.34
15314,4241,Delivered,13.61
15315,5377,Processing,27.01
15316,5739,In Transit,39.11
15317,2200,Shipped,41.53
15318,3162,Delivered,13.12
15319,2644,Delivered,37.56
15320,6655,In Transit,29.4
15321,5951,Delivered,26.64
15322,6656,Delivered,45.66
15323,1878,Cancelled,11.36
15324,2076,In Transit,37.43
15325,4320,Delivered,7.0
15326,5956,Delivered,10.34
15327,1126,Delivered,21.61
15328,4326,Delivered,23.97
15329,4786,Delivered,8.53
15330,408,Pending,7.27
15331,661,Processing,20.82
15332,5033,Delivered,49.42
15333,860,Delivered,22.15
15334,3599,Delivered,17.07
15335,3568,In Transit,15.74
15336,6551,Cancelled,47.96
15337,38,Delivered,27.87
15338,4223,Shipped,17.83
15339,459,Delivered,48.67
15340,6577,Delivered,22.5
15341,6546,Cancelled,15.14
15342,2060,Delivered,48.66
15343,860,Delivered,20.79
15344,6657,Delivered,34.18
15345,3868,Delivered,21.67
15346,6559,Processing,25.74
15347,4618,Shipped,36.03
15348,1613,In Transit,46.8
15349,3306,Shipped,37.61
15350,2145,Processing,13.67
15351,3762,In Transit,38.39
15352,5227,Delivered,16.53
15353,2949,Pending,33.72
15354,2600,Delivered,35.04
15355,2848,Delivered,8.94
15356,2515,Delivered,37.17
15357,6328,Shipped,18.43
15358,56,Shipped,47.34
15359,5875,Cancelled,15.16
15360,5094,Cancelled,38.29
15361,4512,Processing,25.41
15362,5459,Cancelled,43.78
15363,5799,In Transit,48.26
15364,5669,Delivered,42.84
15365,2867,Pending,6.71
15366,2480,Delivered,21.26
15367,5259,Delivered,20.57
15368,6563,Delivered,42.18
15369,111,Delivered,13.27
15370,5576,Pending,8.56
15371,1388,Delivered,12.01
15372,2533,Delivered,34.13
15373,6228,Delivered,19.11
15374,6383,Delivered,46.59
15375,1431,Delivered,36.66
15376,6013,Pending,24.54
15377,1160,Delivered,10.21
15378,6315,Pending,41.93
15379,2997,Delivered,48.63
15380,2947,Shipped,43.87
15381,4733,Delivered,41.89
15382,2447,Delivered,13.41
15383,1972,Delivered,43.86
15384,5235,Delivered,49.42
15385,310,In Transit,24.38
15386,157,In Transit,30.29
15387,3516,Delivered,31.33
15388,3412,Delivered,49.49
15389,6064,Cancelled,13.92
15390,2560,Cancelled,31.02
15391,3746,Delivered,11.06
15392,6658,Delivered,23.36
15393,2618,Delivered,28.22
15394,2722,Delivered,34.67
15395,6347,Delivered,22.76
15396,6462,Delivered,16.27
15397,5399,Delivered,17.37
15398,1738,In Transit,22.19
15399,2760,Shipped,35.78
15400,3371,Delivered,23.72
15401,6269,Delivered,30.55
15402,2173,Delivered,34.9
15403,5773,Delivered,20.44
15404,2281,Shipped,7.45
15405,928,Delivered,42.49
15406,5772,Delivered,34.87
15407,6380,Delivered,39.97
15408,4830,Cancelled,33.19
15409,4944,In Transit,16.43
15410,3518,Delivered,9.36
15411,5221,Delivered,6.76
15412,513,In Transit,42.93
15413,1356,Delivered,30.09
15414,278,Delivered,46.46
15415,2309,Delivered,42.52
15416,1580,Cancelled,24.83
15417,2246,Delivered,47.11
15418,2074,Delivered,41.46
15419,674,In Transit,40.25
15420,5110,Delivered,27.35
15421,3294,Shipped,33.18
15422,5183,Delivered,47.29
15423,5205,Processing,47.25
15424,712,Processing,34.8
15425,5317,Delivered,48.84
15426,6415,Pending,9.22
15427,3752,Shipped,17.8
15428,1556,Delivered,48.39
15429,538,Processing,14.84
15430,6434,Delivered,18.99
15431,1786,Shipped,49.75
15432,2127,Processing,33.2
15433,928,Delivered,17.24
15434,2752,Processing,5.81
15435,5807,Delivered,38.82
15436,4217,In Transit,9.06
15437,4216,Delivered,42.51
15438,1065,Shipped,12.58
15439,1996,Delivered,42.1
15440,5592,Pending,16.49
15441,4588,Delivered,9.21
15442,5635,Delivered,16.13
15443,3656,Shipped,33.91
15444,5010,Delivered,20.99
15445,6576,Delivered,43.9
15446,560,Delivered,31.11
15447,420,Shipped,27.14
15448,1011,Delivered,17.99
15449,6303,Cancelled,36.98
15450,668,Processing,19.5
15451,4311,Delivered,37.91
15452,5858,Delivered,46.4
15453,6289,Processing,30.8
15454,1728,Delivered,45.67
15455,5920,Shipped,38.5
15456,4664,Delivered,46.04
15457,5728,Delivered,32.95
15458,5431,Pending,26.93
15459,4487,Cancelled,49.9
15460,3635,Delivered,9.69
15461,3416,Delivered,38.4
15462,4738,Delivered,32.15
15463,1486,Pending,32.4
15464,294,In Transit,27.99
15465,3375,Delivered,47.44
15466,2501,Delivered,42.93
15467,522,Delivered,23.99
15468,1006,Delivered,29.06
15469,3820,Delivered,31.13
15470,5846,Delivered,8.17
15471,332,Delivered,23.51
15472,5727,Delivered,10.32
15473,2602,Delivered,30.83
15474,737,Delivered,12.1
15475,2851,Delivered,25.59
15476,5286,Delivered,6.21
15477,6574,Delivered,41.53
15478,751,Delivered,40.31
15479,5604,Delivered,46.41
15480,5740,Delivered,46.68
15481,225,Delivered,21.7
15482,967,Cancelled,24.9
15483,5146,Delivered,32.02
15484,6494,Delivered,27.07
15485,6537,Delivered,36.13
15486,3414,Pending,33.2
15487,2157,Delivered,45.61
15488,566,Delivered,37.96
15489,5722,Delivered,10.99
15490,4070,Delivered,16.17
15491,6440,In Transit,42.7
15492,6145,Delivered,15.75
15493,4813,Processing,17.71
15494,6032,Shipped,34.89
15495,644,Delivered,27.44
15496,5438,Delivered,41.72
15497,5225,Delivered,25.1
15498,4601,Delivered,29.51
15499,1378,Delivered,16.77
15500,5180,Delivered,38.47
15501,850,Cancelled,11.99
15502,47,Delivered,49.77
15503,3893,In Transit,11.09
15504,5896,Delivered,5.14
15505,1688,Delivered,40.92
15506,3796,Delivered,31.27
15507,21,Delivered,27.86
15508,4150,Cancelled,49.24
15509,6000,Delivered,39.91
15510,4845,Delivered,31.48
15511,3855,Delivered,20.02
15512,581,Delivered,41.76
15513,3426,Processing,39.05
15514,2927,In Transit,28.52
15515,5885,Pending,41.64
15516,2553,Delivered,31.93
15517,6110,Delivered,8.08
15518,4350,Delivered,32.05
15519,930,Shipped,23.78
15520,2701,Processing,34.8
15521,4520,In Transit,38.34
15522,3999,Delivered,18.8
15523,1511,Delivered,30.33
15524,1147,Delivered,45.18
15525,2562,Cancelled,33.72
15526,2760,Delivered,17.84
15527,1708,Shipped,26.96
15528,5425,Delivered,24.79
15529,1694,Delivered,18.19
15530,5587,Delivered,19.23
15531,2594,In Transit,15.78
15532,856,Delivered,21.81
15533,1960,Pending,37.59
15534,6659,Shipped,32.76
15535,5361,Delivered,47.01
15536,3590,Delivered,40.07
15537,834,Shipped,48.38
15538,3924,Delivered,5.49
15539,4340,Delivered,12.38
15540,334,Delivered,7.56
15541,1948,Delivered,16.1
15542,5399,Delivered,21.75
15543,6030,Processing,24.07
15544,1788,Delivered,35.46
15545,6162,Shipped,27.99
15546,2369,In Transit,10.0
15547,4593,Delivered,20.01
15548,5813,Shipped,41.09
15549,1021,Delivered,45.07
15550,1396,Delivered,8.53
15551,516,Delivered,32.37
15552,4206,Shipped,48.98
15553,2475,Shipped,8.54
15554,5349,Delivered,29.99
15555,4846,Pending,6.46
15556,1055,Delivered,46.35
15557,266,Delivered,44.06
15558,2509,In Transit,26.32
15559,1402,Delivered,47.22
15560,5328,Delivered,36.8
15561,5090,Delivered,17.55
15562,4401,Delivered,20.55
15563,6485,Cancelled,8.87
15564,5161,Delivered,48.13
15565,1025,Delivered,47.01
15566,6583,Delivered,31.42
15567,2931,Delivered,49.44
15568,2684,Delivered,32.89
15569,2596,Shipped,23.48
15570,3913,Delivered,36.06
15571,1544,Delivered,15.47
15572,6443,Delivered,18.85
15573,5622,Delivered,5.86
15574,19,In Transit,18.26
15575,4967,Delivered,13.07
15576,1031,Pending,43.12
15577,60,Processing,49.22
15578,5475,Delivered,21.47
15579,5365,Delivered,25.75
15580,4210,Delivered,34.31
15581,6398,Delivered,42.99
15582,332,Delivered,35.54
15583,4281,Delivered,33.13
15584,1324,Processing,14.36
15585,2222,Shipped,40.85
15586,1628,In Transit,47.67
15587,2748,In Transit,47.14
15588,4365,Delivered,31.28
15589,353,Delivered,19.24
15590,6196,Pending,6.1
15591,2425,Cancelled,16.95
15592,6306,Processing,38.07
15593,5544,Pending,28.43
15594,4988,Delivered,44.93
15595,1087,Delivered,31.94
15596,5505,Delivered,16.59
15597,3564,Delivered,21.38
15598,2654,Delivered,14.2
15599,5012,Pending,8.86
15600,6388,Delivered,32.82
15601,2672,Delivered,43.95
15602,81,Delivered,47.91
15603,6062,Delivered,17.61
15604,6495,In Transit,48.47
15605,1708,Pending,26.24
15606,237,Processing,32.45
15607,1600,Delivered,41.04
15608,6574,Delivered,21.31
15609,6660,Delivered,9.28
15610,3796,Delivered,14.51
15611,1944,Shipped,38.05
15612,3513,Cancelled,15.97
15613,5840,Delivered,22.6
15614,4650,Shipped,49.85
15615,1725,Delivered,29.86
15616,3069,Shipped,38.61
15617,876,Delivered,49.21
15618,4208,Delivered,32.34
15619,2089,Delivered,49.04
15620,2693,Delivered,11.3
15621,2817,In Transit,45.96
15622,3207,Delivered,44.77
15623,1580,Delivered,44.19
15624,1438,In Transit,10.07
15625,336,Delivered,46.56
15626,1686,Delivered,12.65
15627,1833,Delivered,23.65
15628,4176,Delivered,27.21
15629,3706,Delivered,35.69
15630,4913,Delivered,5.35
15631,521,Delivered,8.84
15632,2716,Delivered,32.58
15633,5099,In Transit,11.72
15634,759,Delivered,49.23
15635,5505,Delivered,10.53
15636,3983,Processing,21.26
15637,5567,Delivered,21.8
15638,4154,Delivered,12.54
15639,5044,Delivered,43.62
15640,5987,Cancelled,37.33
15641,1660,Delivered,36.41
15642,6341,Delivered,39.71
15643,6172,Delivered,49.88
15644,6598,Shipped,30.85
15645,47,Delivered,40.7
15646,4039,Delivered,9.05
15647,1694,Delivered,29.78
15648,2649,Shipped,32.45
15649,5862,Shipped,29.13
15650,5134,Delivered,17.84
15651,3528,Processing,41.57
15652,5124,Shipped,13.76
15653,2438,In Transit,26.97
15654,5875,Delivered,24.41
15655,5863,Delivered,33.97
15656,2290,Delivered,49.94
15657,1811,Delivered,33.87
15658,620,Delivered,11.37
15659,4781,Shipped,14.8
15660,5027,Shipped,11.22
15661,5807,Delivered,24.48
15662,1200,Delivered,44.18
15663,5176,Delivered,22.67
15664,2503,In Transit,12.14
15665,628,Cancelled,18.21
15666,4210,Delivered,47.02
15667,326,Delivered,47.36
15668,6088,Delivered,26.46
15669,5534,Delivered,17.49
15670,5410,Delivered,36.35
15671,5146,In Transit,19.05
15672,4292,Delivered,8.51
15673,1933,Delivered,31.38
15674,874,Delivered,6.51
15675,1596,Delivered,13.21
15676,3261,In Transit,12.95
15677,6119,In Transit,10.77
15678,920,Delivered,17.09
15679,4818,Delivered,15.44
15680,4564,Cancelled,10.34
15681,6177,Delivered,21.61
15682,6661,Delivered,38.91
15683,3240,Delivered,32.17
15684,5343,In Transit,46.49
15685,6556,Delivered,11.13
15686,1242,Delivered,10.44
15687,1267,Delivered,25.27
15688,527,Delivered,24.06
15689,797,Shipped,37.09
15690,3886,Shipped,24.3
15691,866,Shipped,6.18
15692,3962,Delivered,42.47
15693,6352,Delivered,10.62
15694,234,Delivered,17.84
15695,6065,Delivered,12.43
15696,5655,Shipped,31.3
15697,3674,Shipped,10.27
15698,4641,Delivered,28.35
15699,447,In Transit,49.01
15700,6440,Delivered,19.52
15701,5297,Processing,11.01
15702,5717,Delivered,49.16
15703,3437,Pending,27.89
15704,2884,Delivered,26.33
15705,4018,Delivered,5.19
15706,6333,Shipped,45.39
15707,4616,Delivered,6.62
15708,6486,Delivered,21.04
15709,1313,Delivered,5.18
15710,3103,Delivered,31.7
15711,897,Delivered,13.8
15712,5215,Delivered,16.67
15713,6139,Delivered,14.52
15714,850,Delivered,27.05
15715,3063,Delivered,10.88
15716,4882,Shipped,31.11
15717,3369,Pending,8.91
15718,31,Shipped,35.27
15719,5348,Delivered,26.56
15720,4247,Delivered,40.91
15721,5738,Delivered,42.69
15722,3783,Delivered,40.53
15723,2886,In Transit,45.51
15724,1241,Delivered,40.5
15725,5359,In Transit,38.26
15726,494,Delivered,14.53
15727,4333,Shipped,6.53
15728,852,Pending,12.68
15729,2163,Delivered,5.2
15730,6396,Pending,26.31
15731,6212,Delivered,15.48
15732,6662,Shipped,9.69
15733,6476,Delivered,20.62
15734,2788,Shipped,29.39
15735,6390,Delivered,22.16
15736,2895,Delivered,45.09
15737,70,Delivered,31.35
15738,3031,Delivered,12.27
15739,1710,Shipped,29.36
15740,6236,Delivered,21.12
15741,3612,Delivered,11.31
15742,5620,Delivered,23.75
15743,1087,Cancelled,7.04
15744,5954,Delivered,31.25
15745,888,In Transit,48.5
15746,343,Shipped,17.63
15747,3553,Shipped,40.07
15748,41,Delivered,49.66
15749,4607,In Transit,15.56
15750,1638,Delivered,46.45
15751,1194,Shipped,16.16
15752,3970,Delivered,20.48
15753,2876,Pending,34.84
15754,4844,Delivered,9.76
15755,5442,Delivered,30.91
15756,5362,In Transit,28.45
15757,2867,Delivered,39.2
15758,5023,Delivered,49.36
15759,1262,Delivered,35.95
15760,5650,Delivered,34.72
15761,5509,Delivered,8.35
15762,716,Delivered,47.28
15763,2007,Delivered,13.29
15764,3063,Delivered,41.98
15765,2030,Delivered,45.38
15766,2996,Delivered,46.54
15767,5800,Delivered,45.38
15768,3976,Delivered,8.68
15769,866,Delivered,24.77
15770,2928,Pending,27.35
15771,3385,Delivered,49.32
15772,4970,Delivered,8.76
15773,5540,Pending,38.51
15774,5660,In Transit,21.49
15775,5415,Delivered,41.66
15776,593,Shipped,33.08
15777,2408,Shipped,47.0
15778,27,Cancelled,16.96
15779,6601,Processing,38.9
15780,6571,Cancelled,19.42
15781,3258,Delivered,46.89
15782,2352,In Transit,24.53
15783,6253,Cancelled,46.82
15784,5859,Delivered,34.21
15785,6013,Processing,29.39
15786,5703,Delivered,9.95
15787,3811,Delivered,11.56
15788,2764,Delivered,10.21
15789,1177,Delivered,36.36
15790,2203,Delivered,32.93
15791,6611,Delivered,16.56
15792,1648,Shipped,10.16
15793,6244,Delivered,36.95
15794,1820,Shipped,31.13
15795,3509,Delivered,14.24
15796,3434,Delivered,22.55
15797,1068,In Transit,10.4
15798,3620,Delivered,14.81
15799,2435,Cancelled,16.87
15800,1361,Delivered,38.5
15801,1829,Processing,30.51
15802,998,Shipped,10.27
15803,1385,In Transit,45.37
15804,2016,In Transit,12.41
15805,30,Shipped,17.21
15806,603,In Transit,20.63
15807,4273,Delivered,46.39
15808,6319,Delivered,19.14
15809,3939,Delivered,32.35
15810,6089,Delivered,10.42
15811,6211,Delivered,27.53
15812,2147,Processing,43.64
15813,6423,Shipped,25.26
15814,1681,In Transit,17.82
15815,5295,Delivered,31.06
15816,5143,Delivered,6.84
15817,6351,Delivered,14.61
15818,6625,Delivered,37.12
15819,1495,Pending,31.75
15820,5151,Delivered,49.79
15821,4719,Pending,7.22
15822,6572,Pending,44.53
15823,6343,Delivered,5.26
15824,2722,Delivered,23.03
15825,1320,Delivered,32.13
15826,6334,Cancelled,13.47
15827,1801,Processing,45.28
15828,3831,Cancelled,26.18
15829,2186,Delivered,12.58
15830,6451,Delivered,17.96
15831,5965,In Transit,42.62
15832,3,Delivered,7.17
15833,5873,Delivered,20.15
15834,3375,Delivered,30.51
15835,6315,Pending,24.38
15836,6057,Delivered,10.19
15837,2477,Delivered,9.96
15838,5824,Delivered,24.87
15839,3957,Delivered,9.41
15840,3599,Delivered,49.68
15841,5589,Pending,42.33
15842,5320,In Transit,22.21
15843,1861,Delivered,27.45
15844,1529,Delivered,20.92
15845,958,Delivered,28.98
15846,5572,Delivered,8.83
15847,4368,Delivered,42.9
15848,6357,Delivered,37.98
15849,4137,Cancelled,44.8
15850,4434,Delivered,16.51
15851,5303,Delivered,27.95
15852,2240,Delivered,39.6
15853,1103,Delivered,29.67
15854,1697,Delivered,5.33
15855,2731,Delivered,40.88
15856,669,Cancelled,44.29
15857,26,Delivered,36.73
15858,6663,Processing,12.91
15859,600,Delivered,25.9
15860,5808,Delivered,14.81
15861,2373,Shipped,39.94
15862,5715,Shipped,38.24
15863,4906,Shipped,48.42
15864,16,Delivered,20.09
15865,3185,Delivered,10.13
15866,1858,Delivered,37.25
15867,5421,Delivered,10.23
15868,5169,Processing,25.85
15869,3494,Processing,21.32
15870,5692,Cancelled,6.33
15871,4441,Delivered,43.68
15872,2803,Delivered,16.85
15873,3260,Delivered,40.24
15874,1969,In Transit,5.87
15875,2729,Shipped,34.63
15876,6664,Delivered,49.05
15877,1335,Delivered,44.68
15878,5761,Delivered,9.16
15879,3254,Delivered,18.42
15880,644,Cancelled,18.56
15881,1966,Cancelled,30.57
15882,3412,Delivered,20.88
15883,295,Delivered,7.87
15884,3395,Pending,45.59
15885,940,Cancelled,43.03
15886,6374,In Transit,34.67
15887,2480,Delivered,36.17
15888,341,Delivered,5.97
15889,6237,Delivered,34.02
15890,1944,Shipped,30.72
15891,2200,Delivered,38.46
15892,3363,Delivered,42.27
15893,3800,Delivered,16.08
15894,6013,Delivered,32.68
15895,3600,Delivered,47.79
15896,235,Cancelled,40.74
15897,6465,Delivered,40.72
15898,924,Delivered,25.59
15899,4949,Delivered,38.44
15900,2824,Delivered,36.57
15901,3625,Shipped,33.99
15902,1843,In Transit,48.53
15903,3262,Delivered,42.7
15904,5432,Delivered,26.64
15905,6003,Delivered,5.41
15906,4865,Delivered,20.62
15907,5995,Shipped,9.61
15908,1432,Processing,21.59
15909,3870,Delivered,26.28
15910,6026,Delivered,24.6
15911,6351,Delivered,35.4
15912,2184,Pending,38.07
15913,95,Shipped,9.63
15914,5277,Shipped,11.58
15915,1707,Delivered,39.94
15916,5811,Delivered,14.28
15917,2514,Delivered,34.08
15918,4981,Pending,45.66
15919,4593,Delivered,25.75
15920,3837,Delivered,25.13
15921,2302,Delivered,20.45
15922,1448,In Transit,42.7
15923,4708,Delivered,40.68
15924,725,Delivered,13.55
15925,6122,Shipped,16.7
15926,2009,Delivered,25.36
15927,4190,Delivered,5.24
15928,2308,Delivered,49.44
15929,4642,In Transit,10.76
15930,4428,Shipped,39.86
15931,6653,Processing,33.25
15932,3995,Delivered,12.47
15933,1886,Pending,35.78
15934,3738,Delivered,42.35
15935,5330,Delivered,22.96
15936,6351,Delivered,5.77
15937,5814,Delivered,29.5
15938,2478,Delivered,37.33
15939,1297,Delivered,15.46
15940,4701,In Transit,20.31
15941,5144,Delivered,27.82
15942,140,Cancelled,23.66
15943,4690,Delivered,47.23
15944,5857,Shipped,25.73
15945,4079,Delivered,9.79
15946,3012,Delivered,29.43
15947,6647,Delivered,15.66
15948,6087,Shipped,30.32
15949,6339,Delivered,11.76
15950,6647,Delivered,47.06
15951,2228,Delivered,21.37
15952,3228,Delivered,38.83
15953,2788,Delivered,13.73
15954,1360,In Transit,37.34
15955,1378,Processing,10.97
15956,3063,Delivered,39.12
15957,3414,Pending,40.17
15958,6504,Delivered,5.14
15959,3423,Processing,44.12
15960,2471,Delivered,36.54
15961,2424,Delivered,42.29
15962,3733,Delivered,16.83
15963,3078,Delivered,35.29
15964,3300,Delivered,47.66
15965,6397,Shipped,9.52
15966,6537,Cancelled,29.58
15967,3255,In Transit,36.16
15968,2941,Processing,43.47
15969,81,Processing,30.88
15970,4453,In Transit,45.57
15971,4739,Delivered,36.38
15972,6604,Delivered,21.46
15973,1356,Delivered,24.66
15974,2121,Delivered,31.19
15975,632,In Transit,11.77
15976,6045,Shipped,25.31
15977,5231,Delivered,26.85
15978,269,Delivered,6.94
15979,6395,Cancelled,21.51
